datetime order_book_id side position_effect
2020-09-07 14:20:00 I88 SELL CLOSE_TODAY
2020-09-07 14:21:00 I88 BUY OPEN
2020-09-07 14:22:00 I88 SELL CLOSE_TODAY
2020-09-07 14:23:00 I88 BUY OPEN
2020-09-07 14:33:00 I88 SELL CLOSE_TODAY
2020-09-08 21:01:00 I88 BUY OPEN
2020-09-08 21:40:00 I88 SELL CLOSE_TODAY
2020-09-08 21:43:00 I88 BUY OPEN
2020-09-08 21:47:00 I88 SELL CLOSE_TODAY
2020-09-08 21:50:00 I88 BUY OPEN
2020-09-08 21:51:00 I88 SELL CLOSE_TODAY
2020-09-08 21:52:00 I88 BUY OPEN
2020-09-08 21:53:00 I88 SELL CLOSE_TODAY
2020-09-08 22:25:00 I88 SELL OPEN
2020-09-08 22:55:00 I88 BUY CLOSE_TODAY
2020-09-09 09:01:00 I88 SELL OPEN
2020-09-09 09:02:00 I88 BUY CLOSE_TODAY
2020-09-09 13:51:00 I88 BUY OPEN
2020-09-09 14:08:00 I88 SELL CLOSE_TODAY
2020-09-09 14:10:00 I88 BUY OPEN
2020-09-09 14:50:00 I88 SELL CLOSE_TODAY
2020-09-10 14:16:00 I88 BUY OPEN
2020-09-10 14:17:00 I88 SELL CLOSE_TODAY
2020-09-10 14:25:00 I88 BUY OPEN
2020-09-10 14:42:00 I88 SELL CLOSE_TODAY
2020-09-11 21:02:00 I88 SELL OPEN
2020-09-11 21:04:00 I88 BUY CLOSE_TODAY
2020-09-11 21:05:00 I88 SELL OPEN
2020-09-11 21:06:00 I88 BUY CLOSE_TODAY
2020-09-11 22:55:00 I88 SELL OPEN
2020-09-11 22:57:00 I88 BUY CLOSE_TODAY
2020-09-11 22:59:00 I88 SELL OPEN
2020-09-14 09:09:00 I88 BUY CLOSE
2020-09-14 09:10:00 I88 SELL OPEN
2020-09-14 09:11:00 I88 BUY CLOSE_TODAY
2020-09-15 10:41:00 I88 BUY OPEN
2020-09-15 10:43:00 I88 SELL CLOSE_TODAY
2020-09-15 10:48:00 I88 BUY OPEN
2020-09-15 10:53:00 I88 SELL CLOSE_TODAY
2020-09-15 10:55:00 I88 BUY OPEN
2020-09-15 11:06:00 I88 SELL CLOSE_TODAY
2020-09-15 11:08:00 I88 BUY OPEN
2020-09-15 11:10:00 I88 SELL CLOSE_TODAY
2020-09-15 21:13:00 I88 BUY OPEN
2020-09-15 21:29:00 I88 SELL CLOSE_TODAY
2020-09-15 21:30:00 I88 BUY OPEN
2020-09-15 21:33:00 I88 SELL CLOSE_TODAY
2020-09-15 21:34:00 I88 BUY OPEN
2020-09-15 22:37:00 I88 SELL CLOSE_TODAY
2020-09-15 22:41:00 I88 BUY OPEN
2020-09-15 22:42:00 I88 SELL CLOSE_TODAY
2020-09-16 09:14:00 I88 BUY OPEN
2020-09-16 09:17:00 I88 SELL CLOSE_TODAY
2020-09-16 11:24:00 I88 BUY OPEN
2020-09-16 13:31:00 I88 SELL CLOSE_TODAY
2020-09-16 21:47:00 I88 BUY OPEN
2020-09-16 21:48:00 I88 SELL CLOSE_TODAY
2020-09-16 21:49:00 I88 BUY OPEN
2020-09-16 22:39:00 I88 SELL CLOSE_TODAY
2020-09-16 22:40:00 I88 BUY OPEN
2020-09-16 22:41:00 I88 SELL CLOSE_TODAY
2020-09-16 22:42:00 I88 BUY OPEN
2020-09-17 09:14:00 I88 SELL CLOSE
2020-09-17 09:17:00 I88 BUY OPEN
2020-09-17 09:18:00 I88 SELL CLOSE_TODAY
2020-09-17 09:20:00 I88 BUY OPEN
2020-09-17 09:22:00 I88 SELL CLOSE_TODAY
2020-09-17 09:26:00 I88 BUY OPEN
2020-09-17 09:27:00 I88 SELL CLOSE_TODAY
2020-09-21 09:10:00 I88 BUY OPEN
2020-09-21 09:12:00 I88 SELL CLOSE_TODAY
2020-09-21 09:15:00 I88 BUY OPEN
2020-09-21 09:19:00 I88 SELL CLOSE_TODAY
2020-09-21 09:21:00 I88 BUY OPEN
2020-09-21 09:22:00 I88 SELL CLOSE_TODAY
2020-09-21 09:23:00 I88 BUY OPEN
2020-09-21 09:27:00 I88 SELL CLOSE_TODAY
2020-09-21 09:28:00 I88 BUY OPEN
2020-09-21 09:29:00 I88 SELL CLOSE_TODAY
2020-09-21 09:30:00 I88 BUY OPEN
2020-09-21 09:31:00 I88 SELL CLOSE_TODAY
2020-09-21 09:38:00 I88 BUY OPEN
2020-09-21 09:59:00 I88 SELL CLOSE_TODAY
2020-09-21 14:14:00 I88 BUY OPEN
2020-09-21 14:15:00 I88 SELL CLOSE_TODAY
2020-09-21 14:19:00 I88 BUY OPEN
2020-09-21 14:21:00 I88 SELL CLOSE_TODAY
2020-09-21 14:22:00 I88 BUY OPEN
2020-09-21 14:24:00 I88 SELL CLOSE_TODAY
2020-09-21 14:25:00 I88 BUY OPEN
2020-09-21 14:33:00 I88 SELL CLOSE_TODAY
2020-09-21 21:02:00 I88 BUY OPEN
2020-09-21 21:03:00 I88 SELL CLOSE_TODAY
2020-09-21 21:04:00 I88 BUY OPEN
2020-09-21 21:07:00 I88 SELL CLOSE_TODAY
2020-09-21 21:10:00 I88 BUY OPEN
2020-09-21 21:11:00 I88 SELL CLOSE_TODAY
2020-09-21 21:20:00 I88 BUY OPEN
2020-09-21 21:24:00 I88 SELL CLOSE_TODAY
2020-09-21 22:39:00 I88 BUY OPEN
2020-09-21 22:43:00 I88 SELL CLOSE_TODAY
2020-09-22 11:23:00 I88 SELL OPEN
2020-09-22 13:31:00 I88 BUY CLOSE_TODAY
2020-09-23 13:31:00 I88 BUY OPEN
2020-09-23 13:35:00 I88 SELL CLOSE_TODAY
2020-09-28 09:06:00 I88 SELL OPEN
2020-09-28 09:07:00 I88 BUY CLOSE_TODAY
2020-09-28 09:08:00 I88 SELL OPEN
2020-09-28 09:09:00 I88 BUY CLOSE_TODAY
2020-09-28 09:11:00 I88 SELL OPEN
2020-09-28 09:16:00 I88 BUY CLOSE_TODAY
2020-09-29 21:25:00 I88 SELL OPEN
2020-09-29 22:46:00 I88 BUY CLOSE_TODAY
2020-09-29 22:47:00 I88 SELL OPEN
2020-09-30 09:02:00 I88 BUY CLOSE
2020-09-30 09:04:00 I88 SELL OPEN
2020-09-30 09:33:00 I88 BUY CLOSE_TODAY
2020-09-30 09:37:00 I88 SELL OPEN
2020-09-30 09:41:00 I88 BUY CLOSE_TODAY
2020-09-30 09:47:00 I88 SELL OPEN
2020-09-30 09:48:00 I88 BUY CLOSE_TODAY
2020-09-30 09:56:00 I88 SELL OPEN
2020-09-30 09:57:00 I88 BUY CLOSE_TODAY
2020-09-30 09:59:00 I88 SELL OPEN
2020-09-30 10:07:00 I88 BUY CLOSE_TODAY
2020-09-30 10:08:00 I88 SELL OPEN
2020-09-30 10:31:00 I88 BUY CLOSE_TODAY
2020-09-30 10:32:00 I88 SELL OPEN
2020-09-30 10:44:00 I88 BUY CLOSE_TODAY
2020-10-19 10:13:00 I88 BUY OPEN
2020-10-19 10:46:00 I88 SELL CLOSE_TODAY
2020-10-19 13:56:00 I88 BUY OPEN
2020-10-19 13:58:00 I88 SELL CLOSE_TODAY
2020-10-23 21:35:00 I88 BUY OPEN
2020-10-23 21:36:00 I88 SELL CLOSE_TODAY
2020-10-23 21:38:00 I88 BUY OPEN
2020-10-23 21:40:00 I88 SELL CLOSE_TODAY
2020-10-23 21:43:00 I88 BUY OPEN
2020-10-23 22:16:00 I88 SELL CLOSE_TODAY
2020-10-26 09:13:00 I88 BUY OPEN
2020-10-26 09:18:00 I88 SELL CLOSE_TODAY
2020-10-28 11:21:00 I88 SELL OPEN
2020-10-28 11:27:00 I88 BUY CLOSE_TODAY
2020-10-28 13:32:00 I88 SELL OPEN
2020-10-28 14:29:00 I88 BUY CLOSE_TODAY
2020-10-29 22:50:00 I88 SELL OPEN
2020-10-29 23:00:00 I88 BUY CLOSE_TODAY
2020-10-30 09:11:00 I88 SELL OPEN
2020-10-30 09:16:00 I88 BUY CLOSE_TODAY
2020-10-30 09:19:00 I88 SELL OPEN
2020-10-30 09:21:00 I88 BUY CLOSE_TODAY
2020-10-30 09:22:00 I88 SELL OPEN
2020-10-30 09:23:00 I88 BUY CLOSE_TODAY
2020-10-30 09:25:00 I88 SELL OPEN
2020-10-30 09:26:00 I88 BUY CLOSE_TODAY
