2020-05-06 14:40:00,FORCE_NOT_OPEN
2020-05-06 14:41:00,FORCE_NOT_OPEN
2020-05-06 14:42:00,FORCE_NOT_OPEN
2020-05-06 14:43:00,FORCE_NOT_OPEN
2020-05-06 14:44:00,FORCE_NOT_OPEN
2020-05-06 14:45:00,FORCE_NOT_OPEN
2020-05-06 14:46:00,FORCE_NOT_OPEN
2020-05-06 14:47:00,FORCE_NOT_OPEN
2020-05-06 14:48:00,FORCE_NOT_OPEN
2020-05-06 14:49:00,FORCE_NOT_OPEN
2020-05-06 14:50:00,FORCE_NOT_OPEN
2020-05-06 14:51:00,FORCE_NOT_OPEN
2020-05-06 14:52:00,FORCE_NOT_OPEN
2020-05-06 14:53:00,FORCE_NOT_OPEN
2020-05-06 14:54:00,FORCE_NOT_OPEN
2020-05-06 14:55:00,FORCE_NOT_OPEN
2020-05-06 14:56:00,FORCE_NOT_OPEN
2020-05-06 14:57:00,FORCE_NOT_OPEN
2020-05-06 14:58:00,FORCE_NOT_OPEN
2020-05-06 14:59:00,FORCE_NOT_OPEN
2020-05-06 15:00:00,FORCE_NOT_OPEN
2020-05-06 22:40:00,FORCE_NOT_OPEN
2020-05-06 22:41:00,FORCE_NOT_OPEN
2020-05-06 22:42:00,FORCE_NOT_OPEN
2020-05-06 22:43:00,FORCE_NOT_OPEN
2020-05-06 22:44:00,FORCE_NOT_OPEN
2020-05-06 22:45:00,FORCE_NOT_OPEN
2020-05-06 22:46:00,FORCE_NOT_OPEN
2020-05-06 22:47:00,FORCE_NOT_OPEN
2020-05-06 22:48:00,FORCE_NOT_OPEN
2020-05-06 22:49:00,FORCE_NOT_OPEN
2020-05-06 22:50:00,FORCE_NOT_OPEN
2020-05-06 22:51:00,FORCE_NOT_OPEN
2020-05-06 22:52:00,FORCE_NOT_OPEN
2020-05-06 22:53:00,FORCE_NOT_OPEN
2020-05-06 22:54:00,FORCE_NOT_OPEN
2020-05-06 22:55:00,FORCE_NOT_OPEN
2020-05-06 22:56:00,FORCE_NOT_OPEN
2020-05-06 22:57:00,FORCE_NOT_OPEN
2020-05-06 22:58:00,FORCE_NOT_OPEN
2020-05-06 22:59:00,FORCE_NOT_OPEN
2020-05-06 23:00:00,FORCE_NOT_OPEN
2020-05-07 14:40:00,FORCE_NOT_OPEN
2020-05-07 14:41:00,FORCE_NOT_OPEN
2020-05-07 14:42:00,FORCE_NOT_OPEN
2020-05-07 14:43:00,FORCE_NOT_OPEN
2020-05-07 14:44:00,FORCE_NOT_OPEN
2020-05-07 14:45:00,FORCE_NOT_OPEN
2020-05-07 14:46:00,FORCE_NOT_OPEN
2020-05-07 14:47:00,FORCE_NOT_OPEN
2020-05-07 14:48:00,FORCE_NOT_OPEN
2020-05-07 14:49:00,FORCE_NOT_OPEN
2020-05-07 14:50:00,FORCE_NOT_OPEN
2020-05-07 14:51:00,FORCE_NOT_OPEN
2020-05-07 14:52:00,FORCE_NOT_OPEN
2020-05-07 14:53:00,FORCE_NOT_OPEN
2020-05-07 14:54:00,FORCE_NOT_OPEN
2020-05-07 14:55:00,FORCE_NOT_OPEN
2020-05-07 14:56:00,FORCE_NOT_OPEN
2020-05-07 14:57:00,FORCE_NOT_OPEN
2020-05-07 14:58:00,FORCE_NOT_OPEN
2020-05-07 14:59:00,FORCE_NOT_OPEN
2020-05-07 15:00:00,FORCE_NOT_OPEN
2020-05-07 22:40:00,FORCE_NOT_OPEN
2020-05-07 22:41:00,FORCE_NOT_OPEN
2020-05-07 22:42:00,FORCE_NOT_OPEN
2020-05-07 22:43:00,FORCE_NOT_OPEN
2020-05-07 22:44:00,FORCE_NOT_OPEN
2020-05-07 22:45:00,FORCE_NOT_OPEN
2020-05-07 22:46:00,FORCE_NOT_OPEN
