2020-05-06 09:27:00,STOP_LOSS
2020-05-06 09:46:00,STOP_LOSS
2020-05-06 09:48:00,STOP_LOSS
2020-05-06 09:49:00,STOP_LOSS
2020-05-06 09:50:00,STOP_LOSS
2020-05-06 09:51:00,STOP_LOSS
2020-05-06 09:52:00,STOP_LOSS
2020-05-06 09:53:00,STOP_LOSS
2020-05-06 09:54:00,STOP_LOSS
2020-05-06 09:58:00,STOP_LOSS
2020-05-06 10:14:00,STOP_LOSS
2020-05-06 10:32:00,STOP_LOSS
2020-05-06 10:33:00,STOP_LOSS
2020-05-06 10:34:00,STOP_LOSS
2020-05-06 10:35:00,STOP_LOSS
2020-05-06 10:36:00,STOP_LOSS
2020-05-06 10:37:00,STOP_LOSS
2020-05-06 10:38:00,STOP_LOSS
2020-05-06 10:39:00,STOP_LOSS
2020-05-06 10:40:00,STOP_LOSS
2020-05-06 10:42:00,STOP_LOSS
2020-05-06 10:43:00,STOP_LOSS
2020-05-06 10:44:00,STOP_LOSS
2020-05-06 10:45:00,STOP_LOSS
2020-05-06 10:47:00,STOP_LOSS
2020-05-06 11:06:00,STOP_LOSS
2020-05-06 11:22:00,STOP_LOSS
2020-05-06 11:29:00,STOP_LOSS
2020-05-06 11:30:00,STOP_LOSS
2020-05-06 13:31:00,STOP_LOSS
2020-05-06 13:32:00,STOP_LOSS
2020-05-06 13:33:00,STOP_LOSS
2020-05-06 13:34:00,STOP_LOSS
2020-05-06 13:35:00,STOP_LOSS
2020-05-06 13:36:00,STOP_LOSS
2020-05-06 13:37:00,STOP_LOSS
2020-05-06 13:38:00,STOP_LOSS
2020-05-06 13:39:00,STOP_LOSS
2020-05-06 13:40:00,STOP_LOSS
2020-05-06 13:41:00,STOP_LOSS
2020-05-06 13:42:00,STOP_LOSS
2020-05-06 13:43:00,STOP_LOSS
2020-05-06 13:44:00,STOP_LOSS
2020-05-06 13:45:00,STOP_LOSS
2020-05-06 13:46:00,STOP_LOSS
2020-05-06 13:47:00,STOP_LOSS
2020-05-06 13:48:00,STOP_LOSS
2020-05-06 13:49:00,STOP_LOSS
2020-05-06 13:50:00,STOP_LOSS
2020-05-06 13:51:00,STOP_LOSS
2020-05-06 13:52:00,STOP_LOSS
2020-05-06 13:53:00,STOP_LOSS
2020-05-06 13:54:00,STOP_LOSS
2020-05-06 13:55:00,STOP_LOSS
2020-05-06 13:56:00,STOP_LOSS
2020-05-06 13:57:00,STOP_LOSS
2020-05-06 13:58:00,STOP_LOSS
